Name,Aadhaar,Phone,Voter_ID,Age,Gender,City,State,Booth_Number,Ward_Number,Election_ID,Vote_Status
Arjun Verma,775627434940,919897986643,VOT1489,42,Female,Ahmedabad,Maharashtra,91,69,ELEC235,Voted
Diya Verma,613923790374,917482376120,VOT1490,26,Male,Ahmedabad,Telangana,126,77,ELEC808,Voted
Ira Shah,956420421865,918439734505,VOT1491,30,Female,Vadodara,Tamil Nadu,115,5,ELEC432,Not Voted
Reyansh Mehta,696365735519,916503886934,VOT1492,20,Male,Hyderabad,Tamil Nadu,101,9,ELEC173,Not Voted
Aarav Gupta,969530143828,919003677228,VOT1493,52,Female,Surat,Maharashtra,296,49,ELEC710,Voted
Aadhya Shah,676482803742,918328123137,VOT1494,54,Male,Surat,Maharashtra,172,48,ELEC697,Not Voted
Myra Iyer,535195436447,919121272390,VOT1495,60,Female,Vadodara,Gujarat,237,74,ELEC896,Not Voted
Diya Nair,709109819767,916149525440,VOT1496,55,Female,Ahmedabad,Karnataka,124,91,ELEC343,Not Voted
Arjun Shah,602180002497,919303290648,VOT1497,18,Male,Mumbai,Maharashtra,144,78,ELEC448,Voted
Navya Singh,231152547813,916744781050,VOT1498,24,Female,Vadodara,Tamil Nadu,202,63,ELEC896,Not Voted
Aditya Reddy,192870698921,916187735328,VOT1499,47,Female,Chennai,Karnataka,109,20,ELEC520,Voted
Sai Verma,745373498856,918665492966,VOT1500,46,Male,Bangalore,Telangana,44,74,ELEC838,Voted
Riya Reddy,556773297288,919144703938,VOT1501,28,Male,Bangalore,Maharashtra,174,40,ELEC480,Voted
Ananya Patel,565597523215,916283913431,VOT1502,62,Female,Ahmedabad,Tamil Nadu,257,62,ELEC784,Voted
Aadhya Nair,783554221959,917241211821,VOT1503,53,Male,Hyderabad,Gujarat,244,97,ELEC927,Voted
Arjun Gupta,262879407614,917758757328,VOT1504,19,Male,Hyderabad,Gujarat,18,51,ELEC820,Not Voted
Riya Nair,770770353341,916227699155,VOT1505,64,Female,Pune,Tamil Nadu,280,78,ELEC669,Voted
Aditya Iyer,912451470769,916678020895,VOT1506,66,Female,Chennai,Maharashtra,162,67,ELEC894,Not Voted
Aditya Gupta,714856900781,916520950543,VOT1507,44,Female,Hyderabad,Maharashtra,162,39,ELEC780,Voted
Shaurya Gupta,504415992837,917948939061,VOT1508,39,Female,Surat,Maharashtra,283,13,ELEC674,Voted
Aditya Reddy,481476118301,919768882561,VOT1509,57,Female,Hyderabad,Karnataka,83,19,ELEC461,Not Voted
Aditya Singh,645167882319,919104759760,VOT1510,67,Male,Ahmedabad,Tamil Nadu,158,56,ELEC462,Voted
Diya Joshi,179704573209,916511973788,VOT1511,30,Male,Bangalore,Telangana,142,33,ELEC804,Voted
Aadhya Mehta,920556580128,918332741546,VOT1512,29,Female,Pune,Maharashtra,180,88,ELEC693,Voted
Aarav Nair,708204637926,916054044536,VOT1513,58,Female,Pune,Telangana,125,18,ELEC512,Voted
Aadhya Shah,587755568729,917715362745,VOT1514,20,Male,Pune,Karnataka,109,77,ELEC847,Not Voted
Riya Iyer,839365730549,918540627824,VOT1515,52,Female,Chennai,Karnataka,88,1,ELEC641,Not Voted
Navya Patel,454587110547,916888034607,VOT1516,60,Female,Hyderabad,Karnataka,133,46,ELEC111,Not Voted
Navya Gupta,935418352587,916108333675,VOT1517,21,Male,Mumbai,Gujarat,297,28,ELEC155,Not Voted
Kavya Shah,522580467047,918013527150,VOT1518,40,Male,Chennai,Tamil Nadu,17,23,ELEC849,Voted
Anika Patel,319441531085,918032500663,VOT1519,55,Male,Surat,Maharashtra,226,63,ELEC630,Voted
